0.000000e+00,0.000000e+00,0.000000e+00,9.520000e-02,3.020000e-02,5.061000e+00,2.278600e+01,3.011700e+01,3.774172e+03,2.574000e+00,1.339600e+02,3.619000e+00,8.300000e-01,3.581220e+05,7.770000e-01
3.490000e+00,1.760000e-02,5.450000e-02,9.330000e-02,3.010000e-02,5.046000e+00,2.271900e+01,2.949500e+01,3.763089e+03,2.567000e+00,1.311950e+02,3.555000e+00,8.300000e-01,3.583220e+05,7.553000e-01
6.990000e+00,3.510000e-02,1.070000e-01,9.120000e-02,3.000000e-02,5.026000e+00,2.262700e+01,2.884200e+01,3.747825e+03,2.556000e+00,1.282910e+02,3.491000e+00,8.300000e-01,3.585340e+05,7.333000e-01
1.048000e+01,5.270000e-02,1.574000e-01,8.910000e-02,2.980000e-02,5.001000e+00,2.251700e+01,2.816500e+01,3.729594e+03,2.544000e+00,1.252800e+02,3.425000e+00,8.300000e-01,3.587550e+05,7.111000e-01
1.398000e+01,7.030000e-02,2.059000e-01,8.680000e-02,2.960000e-02,4.969000e+00,2.236900e+01,2.744500e+01,3.705042e+03,2.527000e+00,1.220740e+02,3.360000e+00,8.300000e-01,3.589870e+05,6.885000e-01
1.747000e+01,8.790000e-02,2.523000e-01,8.440000e-02,2.940000e-02,4.928000e+00,2.218500e+01,2.668800e+01,3.674649e+03,2.506000e+00,1.187100e+02,3.294000e+00,8.300000e-01,3.592300e+05,6.657000e-01
2.097000e+01,1.054000e-01,2.967000e-01,8.190000e-02,2.910000e-02,4.882000e+00,2.197700e+01,2.590700e+01,3.640219e+03,2.483000e+00,1.152350e+02,3.228000e+00,8.300000e-01,3.594840e+05,6.427000e-01
2.446000e+01,1.230000e-01,3.390000e-01,7.930000e-02,2.880000e-02,4.825000e+00,2.172400e+01,2.508100e+01,3.598327e+03,2.454000e+00,1.115590e+02,3.161000e+00,8.300000e-01,3.597500e+05,6.193000e-01
2.796000e+01,1.406000e-01,3.793000e-01,7.660000e-02,2.840000e-02,4.762000e+00,2.143800e+01,2.422500e+01,3.550849e+03,2.422000e+00,1.077550e+02,3.094000e+00,8.300000e-01,3.600270e+05,5.958000e-01
3.145000e+01,1.582000e-01,4.173000e-01,7.380000e-02,2.800000e-02,4.688000e+00,2.110500e+01,2.332700e+01,3.495718e+03,2.384000e+00,1.037600e+02,3.027000e+00,8.300000e-01,3.603160e+05,5.718000e-01
3.495000e+01,1.757000e-01,4.532000e-01,7.080000e-02,2.750000e-02,4.605000e+00,2.073200e+01,2.239800e+01,3.434007e+03,2.342000e+00,9.962500e+01,2.958000e+00,8.300000e-01,3.606160e+05,5.477000e-01
3.844000e+01,1.933000e-01,4.868000e-01,6.780000e-02,2.690000e-02,4.512000e+00,2.031500e+01,2.142800e+01,3.364938e+03,2.295000e+00,9.531100e+01,2.888000e+00,8.300000e-01,3.609290e+05,5.230000e-01
4.194000e+01,2.109000e-01,5.178000e-01,6.460000e-02,2.630000e-02,4.410000e+00,1.985400e+01,2.042000e+01,3.288573e+03,2.243000e+00,9.082800e+01,2.816000e+00,8.300000e-01,3.612540e+05,4.978000e-01
4.543000e+01,2.285000e-01,5.461000e-01,6.130000e-02,2.560000e-02,4.298000e+00,1.935000e+01,1.937400e+01,3.205023e+03,2.186000e+00,8.617500e+01,2.742000e+00,8.400000e-01,3.615900e+05,4.721000e-01
4.893000e+01,2.460000e-01,5.716000e-01,5.790000e-02,2.490000e-02,4.176000e+00,1.880000e+01,1.829600e+01,3.113987e+03,2.124000e+00,8.138000e+01,2.665000e+00,8.400000e-01,3.619390e+05,4.459000e-01
5.242000e+01,2.636000e-01,5.941000e-01,5.440000e-02,2.410000e-02,4.044000e+00,1.820500e+01,1.718800e+01,3.015438e+03,2.057000e+00,7.645100e+01,2.585000e+00,8.400000e-01,3.623000e+05,4.193000e-01
5.592000e+01,2.812000e-01,6.133000e-01,5.080000e-02,2.330000e-02,3.902000e+00,1.756800e+01,1.605100e+01,2.909842e+03,1.985000e+00,7.139300e+01,2.502000e+00,8.400000e-01,3.626730e+05,3.921000e-01
5.941000e+01,2.987000e-01,6.287000e-01,4.710000e-02,2.240000e-02,3.751000e+00,1.688700e+01,1.488600e+01,2.797081e+03,1.908000e+00,6.621400e+01,2.414000e+00,8.400000e-01,3.630600e+05,3.643000e-01
6.290000e+01,3.163000e-01,6.398000e-01,4.330000e-02,2.140000e-02,3.590000e+00,1.616400e+01,1.369600e+01,2.677420e+03,1.826000e+00,6.091800e+01,2.320000e+00,8.400000e-01,3.634590e+05,3.359000e-01
6.640000e+01,3.339000e-01,6.459000e-01,3.950000e-02,2.040000e-02,3.421000e+00,1.540300e+01,1.248100e+01,2.551285e+03,1.740000e+00,5.551300e+01,2.219000e+00,8.400000e-01,3.638710e+05,3.066000e-01
6.989000e+01,3.515000e-01,6.459000e-01,3.560000e-02,1.930000e-02,3.244000e+00,1.460500e+01,1.124200e+01,2.419113e+03,1.650000e+00,5.000600e+01,2.108000e+00,8.400000e-01,3.642960e+05,2.765000e-01
7.339000e+01,3.690000e-01,6.386000e-01,3.160000e-02,1.820000e-02,3.059000e+00,1.377300e+01,9.983000e+00,2.281308e+03,1.556000e+00,4.440500e+01,1.985000e+00,8.400000e-01,3.647340e+05,2.453000e-01
7.688000e+01,3.866000e-01,6.223000e-01,2.750000e-02,1.710000e-02,2.868000e+00,1.291100e+01,8.705000e+00,2.138505e+03,1.459000e+00,3.872000e+01,1.846000e+00,8.400000e-01,3.651860e+05,2.131000e-01
8.038000e+01,4.042000e-01,5.948000e-01,2.340000e-02,1.590000e-02,2.671000e+00,1.202300e+01,7.411000e+00,1.991505e+03,1.358000e+00,3.296400e+01,1.688000e+00,8.400000e-01,3.656520e+05,1.797000e-01
8.387000e+01,4.218000e-01,5.529000e-01,1.930000e-02,1.470000e-02,2.469000e+00,1.111600e+01,6.104000e+00,1.841193e+03,1.256000e+00,2.715100e+01,1.504000e+00,8.400000e-01,3.661310e+05,1.453000e-01
8.737000e+01,4.393000e-01,4.927000e-01,1.510000e-02,1.350000e-02,2.264000e+00,1.019500e+01,4.789000e+00,1.688592e+03,1.152000e+00,2.130000e+01,1.286000e+00,8.400000e-01,3.666240e+05,1.101000e-01
9.086000e+01,4.569000e-01,4.085000e-01,1.100000e-02,1.230000e-02,2.058000e+00,9.267000e+00,3.470000e+00,1.534961e+03,1.047000e+00,1.543500e+01,1.025000e+00,8.400000e-01,3.671300e+05,7.470000e-02
9.436000e+01,4.745000e-01,2.927000e-01,6.800000e-03,1.110000e-02,1.853000e+00,8.342000e+00,2.156000e+00,1.381806e+03,9.430000e-01,9.588000e+00,7.080000e-01,8.400000e-01,3.676490e+05,4.060000e-02
9.785000e+01,4.921000e-01,1.347000e-01,2.700000e-03,9.800000e-03,1.650000e+00,7.428000e+00,8.520000e-01,1.230321e+03,8.390000e-01,3.788000e+00,3.140000e-01,8.400000e-01,3.681740e+05,1.130000e-02
