0.000000e+00,0.000000e+00,0.000000e+00,8.510000e-02,3.150000e-02,2.000000e-03,1.210000e-01,1.370000e-01,1.436000e+00,1.400000e-02,6.100000e-01,4.334400e+01,6.000000e-02,2.559900e+04,6.281000e-01
2.400000e-01,1.720000e-02,4.550000e-02,8.330000e-02,3.150000e-02,2.000000e-03,1.210000e-01,1.340000e-01,1.436000e+00,1.400000e-02,5.980000e-01,4.245100e+01,6.000000e-02,2.561200e+04,6.087000e-01
4.900000e-01,3.440000e-02,8.900000e-02,8.150000e-02,3.150000e-02,2.000000e-03,1.210000e-01,1.310000e-01,1.435000e+00,1.400000e-02,5.850000e-01,4.154100e+01,6.000000e-02,2.562600e+04,5.892000e-01
7.300000e-01,5.160000e-02,1.305000e-01,7.950000e-02,3.140000e-02,2.000000e-03,1.210000e-01,1.280000e-01,1.433000e+00,1.400000e-02,5.710000e-01,4.062100e+01,6.000000e-02,2.564100e+04,5.692000e-01
9.800000e-01,6.880000e-02,1.701000e-01,7.750000e-02,3.140000e-02,2.000000e-03,1.210000e-01,1.250000e-01,1.429000e+00,1.400000e-02,5.560000e-01,3.969000e+01,6.000000e-02,2.565600e+04,5.490000e-01
1.220000e+00,8.600000e-02,2.075000e-01,7.540000e-02,3.130000e-02,2.000000e-03,1.200000e-01,1.220000e-01,1.424000e+00,1.400000e-02,5.410000e-01,3.874600e+01,6.000000e-02,2.567200e+04,5.287000e-01
1.470000e+00,1.032000e-01,2.428000e-01,7.320000e-02,3.110000e-02,2.000000e-03,1.200000e-01,1.180000e-01,1.418000e+00,1.400000e-02,5.250000e-01,3.778300e+01,6.000000e-02,2.568900e+04,5.080000e-01
1.710000e+00,1.204000e-01,2.760000e-01,7.090000e-02,3.090000e-02,2.000000e-03,1.190000e-01,1.140000e-01,1.410000e+00,1.300000e-02,5.090000e-01,3.680400e+01,6.000000e-02,2.570600e+04,4.870000e-01
1.950000e+00,1.376000e-01,3.068000e-01,6.860000e-02,3.070000e-02,2.000000e-03,1.180000e-01,1.110000e-01,1.401000e+00,1.300000e-02,4.920000e-01,3.580500e+01,6.000000e-02,2.572500e+04,4.658000e-01
2.200000e+00,1.548000e-01,3.353000e-01,6.610000e-02,3.050000e-02,2.000000e-03,1.170000e-01,1.070000e-01,1.390000e+00,1.300000e-02,4.740000e-01,3.478200e+01,6.000000e-02,2.574400e+04,4.442000e-01
2.440000e+00,1.720000e-01,3.613000e-01,6.350000e-02,3.020000e-02,2.000000e-03,1.160000e-01,1.020000e-01,1.377000e+00,1.300000e-02,4.560000e-01,3.373300e+01,6.000000e-02,2.576400e+04,4.223000e-01
